year,location,total,killed,severe_injury,light_injury
2003.0,14.6,4,0.0,0.0,4.0
2003.0,16.5,4,0.0,0.0,4.0
2003.0,24.3,11,0.0,0.0,11.0
2003.0,39.9,4,0.0,0.0,4.0
2003.0,43.0,27,1.0,4.0,22.0
2003.0,45.1,2,1.0,0.0,1.0
2003.0,47.5,4,0.0,0.0,4.0
2003.0,48.7,4,0.0,0.0,4.0
2003.0,51.0,9,1.0,4.0,4.0
2003.0,52.3,5,0.0,1.0,4.0
2003.0,53.9,2,0.0,0.0,2.0
2003.0,58.0,5,0.0,0.0,5.0
2003.0,63.8,2,0.0,0.0,2.0
2003.0,64.9,2,0.0,0.0,2.0
2003.0,75.1,3,0.0,0.0,3.0
2003.0,87.2,4,0.0,2.0,2.0
2003.0,98.5,6,0.0,1.0,5.0
2003.0,100.3,9,0.0,1.0,8.0
2003.0,111.1,18,0.0,0.0,18.0
2003.0,117.7,1,1.0,0.0,0.0
2003.0,135.8,2,0.0,0.0,2.0
2003.0,136.8,6,0.0,0.0,6.0
2003.0,140.0,4,0.0,0.0,4.0
2003.0,147.1,3,2.0,0.0,1.0
2003.0,154.8,11,0.0,0.0,11.0
2003.0,155.1,4,0.0,0.0,4.0
2003.0,155.0,6,0.0,1.0,5.0
2003.0,163.6,3,0.0,1.0,2.0
2003.0,180.1,1,0.0,1.0,0.0
2003.0,191.0,12,0.0,0.0,12.0
2003.0,204.1,2,0.0,0.0,2.0
2003.0,206.7,21,0.0,2.0,19.0
2003.0,216.1,5,0.0,0.0,5.0
2003.0,230.1,7,0.0,0.0,7.0
2003.0,230.5,1,0.0,0.0,1.0
2003.0,242.1,1,1.0,0.0,0.0
2003.0,244.1,1,0.0,0.0,1.0
2003.0,244.5,3,0.0,1.0,2.0
2003.0,368.2,1,0.0,1.0,0.0
2003.0,369.2,1,0.0,1.0,0.0
2003.0,372.4,2,0.0,0.0,2.0
2003.0,375.5,6,0.0,0.0,6.0
2003.0,379.9,4,0.0,0.0,4.0
2003.0,390.7,4,0.0,1.0,3.0
2003.0,397.7,1,0.0,0.0,1.0
2003.0,400.3,5,0.0,1.0,4.0
2003.0,400.5,6,0.0,3.0,3.0
2003.0,400.9,4,0.0,0.0,4.0
2003.0,401.9,11,0.0,0.0,11.0
2003.0,403.8,8,0.0,0.0,8.0
2003.0,404.7,1,0.0,0.0,1.0
2003.0,405.0,5,0.0,1.0,4.0
2003.0,406.0,1,0.0,0.0,1.0
2003.0,409.4,6,0.0,0.0,6.0
2003.0,410.7,1,0.0,0.0,1.0
2003.0,411.0,2,0.0,0.0,2.0
2003.0,411.1,3,0.0,0.0,3.0
2003.0,413.8,2,0.0,1.0,1.0
2003.0,414.0,5,0.0,0.0,5.0
2003.0,416.1,1,0.0,0.0,1.0
2003.0,416.5,2,0.0,0.0,2.0
2003.0,416.6,1,0.0,0.0,1.0
2003.0,418.1,6,0.0,0.0,6.0
2003.0,418.9,1,0.0,0.0,1.0
2003.0,420.4,9,0.0,0.0,9.0
2003.0,420.5,5,0.0,0.0,5.0
2003.0,421.5,5,0.0,0.0,5.0
2003.0,421.7,6,0.0,0.0,6.0
2003.0,422.5,2,0.0,0.0,2.0
2003.0,426.1,1,0.0,0.0,1.0
2003.0,434.5,2,0.0,0.0,2.0
2003.0,437.1,6,0.0,0.0,6.0
2003.0,438.0,5,0.0,0.0,5.0
2003.0,439.0,1,0.0,0.0,1.0
2003.0,439.1,1,0.0,0.0,1.0
2003.0,440.0,15,0.0,1.0,14.0
2003.0,440.1,6,0.0,0.0,6.0
2003.0,440.2,10,0.0,0.0,10.0
2003.0,440.3,2,0.0,2.0,0.0
2003.0,440.6,8,0.0,0.0,8.0
2003.0,440.9,70,0.0,1.0,69.0
2003.0,441.2,37,0.0,0.0,37.0
2003.0,441.5,5,2.0,1.0,2.0
2003.0,441.9,1,0.0,0.0,1.0
2003.0,443.6,9,0.0,0.0,9.0
2003.0,444.8,3,0.0,0.0,3.0
2003.0,445.0,1,0.0,0.0,1.0
2003.0,445.1,2,0.0,0.0,2.0
2003.0,445.3,4,0.0,0.0,4.0
2003.0,445.5,1,0.0,0.0,1.0
2003.0,445.9,29,0.0,1.0,28.0
2003.0,446.9,4,0.0,0.0,4.0
2003.0,447.2,2,0.0,1.0,1.0
2003.0,449.1,3,0.0,0.0,3.0
2003.0,450.1,2,0.0,0.0,2.0
2003.0,450.5,16,0.0,1.0,15.0
2003.0,451.6,9,0.0,6.0,3.0
2003.0,452.5,2,0.0,1.0,1.0
2003.0,458.1,1,0.0,0.0,1.0
2003.0,458.4,6,0.0,0.0,6.0
2003.0,460.1,5,0.0,0.0,5.0
2003.0,462.1,8,0.0,0.0,8.0
2003.0,463.1,1,0.0,0.0,1.0
2003.0,464.1,1,0.0,0.0,1.0
2003.0,464.5,5,0.0,1.0,4.0
2003.0,466.4,3,0.0,1.0,2.0
2003.0,467.2,2,0.0,0.0,2.0
2003.0,468.1,2,0.0,0.0,2.0
2003.0,469.4,1,0.0,0.0,1.0
2003.0,470.6,1,0.0,0.0,1.0
2003.0,472.1,1,0.0,0.0,1.0
2003.0,476.0,3,0.0,0.0,3.0
2004.0,5.6,1,0.0,1.0,0.0
2004.0,14.6,6,0.0,0.0,6.0
2004.0,28.0,3,1.0,0.0,2.0
2004.0,29.8,1,0.0,0.0,1.0
2004.0,29.0,8,0.0,0.0,8.0
2004.0,35.5,1,0.0,0.0,1.0
2004.0,42.9,2,0.0,0.0,2.0
2004.0,45.0,2,2.0,0.0,0.0
2004.0,45.1,2,0.0,1.0,1.0
2004.0,49.5,3,0.0,0.0,3.0
2004.0,56.3,2,0.0,0.0,2.0
2004.0,58.9,1,0.0,1.0,0.0
2004.0,67.1,1,0.0,0.0,1.0
2004.0,80.4,1,0.0,1.0,0.0
2004.0,83.3,9,0.0,0.0,9.0
2004.0,94.5,2,0.0,0.0,2.0
2004.0,97.9,1,0.0,0.0,1.0
2004.0,112.4,5,0.0,2.0,3.0
2004.0,125.1,5,0.0,1.0,4.0
2004.0,129.0,9,2.0,0.0,7.0
2004.0,140.0,1,0.0,1.0,0.0
2004.0,143.1,1,1.0,0.0,0.0
2004.0,153.1,9,0.0,1.0,8.0
2004.0,163.4,1,1.0,0.0,0.0
2004.0,176.5,11,0.0,3.0,8.0
2004.0,181.8,3,0.0,1.0,2.0
2004.0,207.0,4,0.0,0.0,4.0
2004.0,211.1,4,0.0,0.0,4.0
2004.0,212.1,2,0.0,0.0,2.0
2004.0,212.0,1,0.0,1.0,0.0
2004.0,221.7,3,0.0,1.0,2.0
2004.0,224.5,3,0.0,0.0,3.0
2004.0,244.5,1,0.0,0.0,1.0
2004.0,368.3,6,1.0,2.0,3.0
2004.0,368.8,5,0.0,0.0,5.0
2004.0,369.3,1,0.0,0.0,1.0
2004.0,372.4,6,0.0,0.0,6.0
2004.0,375.3,4,0.0,0.0,4.0
2004.0,375.5,12,0.0,0.0,12.0
2004.0,382.2,4,0.0,0.0,4.0
2004.0,383.4,1,0.0,1.0,0.0
2004.0,383.8,4,0.0,0.0,4.0
2004.0,385.9,3,0.0,0.0,3.0
2004.0,388.7,1,0.0,1.0,0.0
2004.0,389.1,1,0.0,1.0,0.0
2004.0,389.9,2,0.0,0.0,2.0
2004.0,390.6,5,1.0,2.0,2.0
2004.0,400.0,4,0.0,2.0,2.0
2004.0,400.9,7,0.0,0.0,7.0
2004.0,401.5,2,0.0,1.0,1.0
2004.0,403.6,2,0.0,0.0,2.0
2004.0,403.8,5,0.0,1.0,4.0
2004.0,404.1,2,0.0,1.0,1.0
2004.0,404.3,1,0.0,1.0,0.0
2004.0,405.0,2,0.0,0.0,2.0
2004.0,405.1,1,0.0,1.0,0.0
2004.0,406.2,1,0.0,1.0,0.0
2004.0,407.1,2,0.0,0.0,2.0
2004.0,407.9,4,0.0,0.0,4.0
2004.0,408.1,5,0.0,1.0,4.0
2004.0,409.5,8,0.0,1.0,7.0
2004.0,411.2,6,0.0,0.0,6.0
2004.0,411.9,1,0.0,0.0,1.0
2004.0,412.1,7,0.0,0.0,7.0
2004.0,413.8,2,0.0,0.0,2.0
2004.0,416.0,1,0.0,0.0,1.0
2004.0,416.6,6,0.0,5.0,1.0
2004.0,416.9,2,0.0,0.0,2.0
2004.0,417.3,5,0.0,1.0,4.0
2004.0,420.4,2,0.0,0.0,2.0
2004.0,421.2,2,0.0,0.0,2.0
2004.0,421.8,1,0.0,0.0,1.0
2004.0,427.3,17,0.0,0.0,17.0
2004.0,431.9,1,0.0,1.0,0.0
2004.0,434.4,1,0.0,1.0,0.0
2004.0,435.2,1,0.0,0.0,1.0
2004.0,435.5,1,0.0,0.0,1.0
2004.0,436.3,1,0.0,0.0,1.0
2004.0,437.0,3,0.0,0.0,3.0
2004.0,437.6,1,1.0,0.0,0.0
2004.0,439.6,1,0.0,0.0,1.0
2004.0,440.9,4,0.0,0.0,4.0
2004.0,441.0,3,0.0,0.0,3.0
2004.0,441.2,15,0.0,0.0,15.0
2004.0,442.2,2,0.0,0.0,2.0
2004.0,442.6,2,0.0,0.0,2.0
2004.0,443.6,13,0.0,0.0,13.0
2004.0,444.0,2,0.0,0.0,2.0
2004.0,445.9,3,0.0,0.0,3.0
2004.0,449.9,2,0.0,0.0,2.0
2004.0,450.5,8,0.0,0.0,8.0
2004.0,450.6,2,0.0,0.0,2.0
2004.0,451.9,1,0.0,1.0,0.0
2004.0,453.2,4,0.0,0.0,4.0
2004.0,454.5,1,0.0,1.0,0.0
2004.0,455.6,6,0.0,0.0,6.0
2004.0,458.4,5,0.0,1.0,4.0
2004.0,461.6,1,0.0,0.0,1.0
2004.0,464.4,1,0.0,0.0,1.0
2004.0,464.5,5,0.0,0.0,5.0
2004.0,467.1,2,0.0,1.0,1.0
2004.0,470.6,3,0.0,0.0,3.0
2004.0,472.0,1,0.0,0.0,1.0
2004.0,472.1,3,0.0,0.0,3.0
2005.0,16.3,17,1.0,5.0,11.0
2005.0,18.9,3,3.0,0.0,0.0
2005.0,25.2,5,0.0,0.0,5.0
2005.0,34.9,12,0.0,2.0,10.0
2005.0,36.9,1,0.0,0.0,1.0
2005.0,41.1,4,0.0,0.0,4.0
2005.0,41.9,1,0.0,0.0,1.0
2005.0,49.5,12,0.0,0.0,12.0
2005.0,50.8,4,0.0,0.0,4.0
2005.0,56.2,1,0.0,0.0,1.0
2005.0,76.8,2,0.0,0.0,2.0
2005.0,77.1,4,0.0,1.0,3.0
2005.0,88.2,2,0.0,0.0,2.0
2005.0,94.7,13,0.0,0.0,13.0
2005.0,100.4,5,0.0,0.0,5.0
2005.0,103.7,2,1.0,0.0,1.0
2005.0,106.5,2,0.0,1.0,1.0
2005.0,120.0,2,0.0,0.0,2.0
2005.0,124.5,1,0.0,0.0,1.0
2005.0,140.0,2,0.0,0.0,2.0
2005.0,143.1,4,2.0,1.0,1.0
2005.0,143.5,2,0.0,0.0,2.0
2005.0,149.5,2,2.0,0.0,0.0
2005.0,152.1,6,0.0,2.0,4.0
2005.0,164.0,1,1.0,0.0,0.0
2005.0,171.1,4,0.0,0.0,4.0
2005.0,176.5,1,1.0,0.0,0.0
2005.0,190.5,2,1.0,0.0,1.0
2005.0,210.1,2,0.0,0.0,2.0
2005.0,222.5,2,0.0,0.0,2.0
2005.0,369.4,4,0.0,0.0,4.0
2005.0,379.5,2,0.0,0.0,2.0
2005.0,380.1,5,0.0,0.0,5.0
2005.0,382.0,2,1.0,1.0,0.0
2005.0,384.9,7,0.0,0.0,7.0
2005.0,385.0,1,1.0,0.0,0.0
2005.0,388.9,3,0.0,0.0,3.0
2005.0,390.7,6,0.0,0.0,6.0
2005.0,393.8,2,1.0,0.0,1.0
2005.0,398.5,2,0.0,0.0,2.0
2005.0,400.1,5,0.0,1.0,4.0
2005.0,401.0,3,0.0,0.0,3.0
2005.0,403.8,14,0.0,0.0,14.0
2005.0,404.0,2,0.0,0.0,2.0
2005.0,404.2,2,0.0,0.0,2.0
2005.0,404.7,1,0.0,1.0,0.0
2005.0,405.0,2,0.0,0.0,2.0
2005.0,405.1,1,0.0,0.0,1.0
2005.0,406.1,7,0.0,0.0,7.0
2005.0,406.2,4,0.0,0.0,4.0
2005.0,406.5,3,0.0,0.0,3.0
2005.0,410.2,7,0.0,0.0,7.0
2005.0,411.2,8,0.0,1.0,7.0
2005.0,411.5,5,0.0,1.0,4.0
2005.0,415.2,1,0.0,1.0,0.0
2005.0,416.8,7,0.0,0.0,7.0
2005.0,417.2,1,0.0,0.0,1.0
2005.0,417.6,2,0.0,0.0,2.0
2005.0,417.9,3,0.0,2.0,1.0
2005.0,420.4,10,0.0,1.0,9.0
2005.0,422.0,5,0.0,0.0,5.0
2005.0,422.3,1,0.0,1.0,0.0
2005.0,425.9,1,0.0,1.0,0.0
2005.0,427.3,5,0.0,0.0,5.0
2005.0,436.3,4,1.0,1.0,2.0
2005.0,436.7,1,0.0,0.0,1.0
2005.0,437.0,2,1.0,1.0,0.0
2005.0,437.2,2,0.0,0.0,2.0
2005.0,437.6,5,0.0,0.0,5.0
2005.0,440.0,3,0.0,0.0,3.0
2005.0,440.9,4,1.0,0.0,3.0
2005.0,441.2,14,0.0,0.0,14.0
2005.0,441.5,5,0.0,0.0,5.0
2005.0,442.6,8,0.0,1.0,7.0
2005.0,443.0,6,0.0,0.0,6.0
2005.0,443.6,10,0.0,0.0,10.0
2005.0,444.8,4,0.0,0.0,4.0
2005.0,444.9,5,1.0,2.0,2.0
2005.0,445.0,9,0.0,0.0,9.0
2005.0,445.8,1,0.0,0.0,1.0
2005.0,447.0,4,0.0,0.0,4.0
2005.0,447.7,6,0.0,0.0,6.0
2005.0,448.1,1,0.0,0.0,1.0
2005.0,448.2,1,0.0,0.0,1.0
2005.0,449.0,6,0.0,1.0,5.0
2005.0,450.1,4,0.0,0.0,4.0
2005.0,450.5,11,0.0,0.0,11.0
2005.0,452.7,5,0.0,1.0,4.0
2005.0,453.1,1,0.0,0.0,1.0
2005.0,453.3,4,0.0,0.0,4.0
2005.0,454.4,5,0.0,0.0,5.0
2005.0,454.8,1,0.0,0.0,1.0
2005.0,458.4,5,0.0,0.0,5.0
2005.0,458.6,4,0.0,0.0,4.0
2005.0,459.0,2,0.0,0.0,2.0
2005.0,461.1,4,0.0,0.0,4.0
2005.0,464.5,20,0.0,0.0,20.0
2005.0,468.8,1,0.0,0.0,1.0
2005.0,469.0,8,0.0,0.0,8.0
2005.0,469.4,3,0.0,0.0,3.0
2005.0,470.6,2,0.0,0.0,2.0
2005.0,473.2,2,0.0,0.0,2.0
2005.0,473.0,3,0.0,0.0,3.0
2005.0,474.0,1,0.0,0.0,1.0
2005.0,475.5,2,0.0,0.0,2.0
2005.0,475.7,2,0.0,0.0,2.0
2006.0,14.5,7,0.0,0.0,7.0
2006.0,16.6,1,0.0,0.0,1.0
2006.0,27.1,2,0.0,0.0,2.0
2006.0,30.6,4,0.0,0.0,4.0
2006.0,32.0,3,1.0,0.0,2.0
2006.0,42.6,3,0.0,0.0,3.0
2006.0,45.1,2,0.0,0.0,2.0
2006.0,52.2,1,0.0,0.0,1.0
2006.0,67.1,1,0.0,0.0,1.0
2006.0,71.9,5,1.0,4.0,0.0
2006.0,73.4,4,1.0,1.0,2.0
2006.0,82.6,2,0.0,0.0,2.0
2006.0,84.9,3,2.0,0.0,1.0
2006.0,86.9,4,1.0,3.0,0.0
2006.0,98.1,4,0.0,1.0,3.0
2006.0,98.8,4,0.0,0.0,4.0
2006.0,106.0,8,0.0,0.0,8.0
2006.0,118.5,4,0.0,1.0,3.0
2006.0,119.1,7,0.0,0.0,7.0
2006.0,126.1,1,0.0,0.0,1.0
2006.0,130.2,4,0.0,2.0,2.0
2006.0,132.1,5,0.0,0.0,5.0
2006.0,142.8,1,0.0,1.0,0.0
2006.0,146.1,2,0.0,2.0,0.0
2006.0,156.4,12,0.0,1.0,11.0
2006.0,177.6,1,0.0,1.0,0.0
2006.0,184.1,5,0.0,1.0,4.0
2006.0,210.1,1,0.0,1.0,0.0
2006.0,222.0,4,0.0,1.0,3.0
2006.0,242.1,5,0.0,0.0,5.0
2006.0,242.3,1,0.0,0.0,1.0
2006.0,242.0,3,0.0,0.0,3.0
2006.0,375.3,2,0.0,0.0,2.0
2006.0,379.8,2,0.0,0.0,2.0
2006.0,387.6,5,0.0,0.0,5.0
2006.0,392.2,8,0.0,7.0,1.0
2006.0,398.4,1,1.0,0.0,0.0
2006.0,398.7,2,0.0,0.0,2.0
2006.0,399.6,3,0.0,0.0,3.0
2006.0,400.5,1,0.0,0.0,1.0
2006.0,400.9,1,0.0,0.0,1.0
2006.0,402.5,5,0.0,2.0,3.0
2006.0,403.6,8,0.0,0.0,8.0
2006.0,403.8,6,0.0,0.0,6.0
2006.0,404.0,1,0.0,0.0,1.0
2006.0,404.1,1,0.0,0.0,1.0
2006.0,404.2,2,0.0,0.0,2.0
2006.0,406.5,5,0.0,0.0,5.0
2006.0,407.0,7,0.0,1.0,6.0
2006.0,408.2,1,0.0,0.0,1.0
2006.0,410.1,3,0.0,0.0,3.0
2006.0,410.9,4,0.0,0.0,4.0
2006.0,412.4,8,0.0,0.0,8.0
2006.0,413.0,1,0.0,1.0,0.0
2006.0,413.7,2,0.0,0.0,2.0
2006.0,416.3,1,0.0,1.0,0.0
2006.0,418.5,3,0.0,1.0,2.0
2006.0,419.6,7,0.0,0.0,7.0
2006.0,420.4,5,0.0,0.0,5.0
2006.0,421.5,4,0.0,0.0,4.0
2006.0,428.1,5,0.0,0.0,5.0
2006.0,434.4,6,0.0,0.0,6.0
2006.0,435.7,4,1.0,2.0,1.0
2006.0,437.5,1,0.0,0.0,1.0
2006.0,438.5,1,0.0,0.0,1.0
2006.0,439.0,13,0.0,1.0,12.0
2006.0,439.6,2,0.0,0.0,2.0
2006.0,440.2,2,0.0,1.0,1.0
2006.0,441.2,10,0.0,0.0,10.0
2006.0,441.5,2,0.0,1.0,1.0
2006.0,442.5,2,0.0,0.0,2.0
2006.0,442.6,5,0.0,0.0,5.0
2006.0,443.6,13,0.0,0.0,13.0
2006.0,444.1,5,0.0,0.0,5.0
2006.0,445.1,1,0.0,0.0,1.0
2006.0,445.7,10,0.0,0.0,10.0
2006.0,446.1,2,0.0,0.0,2.0
2006.0,446.4,7,0.0,1.0,6.0
2006.0,446.7,3,0.0,0.0,3.0
2006.0,447.1,2,0.0,0.0,2.0
2006.0,447.5,1,0.0,0.0,1.0
2006.0,448.1,1,0.0,0.0,1.0
2006.0,448.4,5,0.0,0.0,5.0
2006.0,450.4,6,0.0,0.0,6.0
2006.0,450.5,12,0.0,1.0,11.0
2006.0,454.1,2,1.0,0.0,1.0
2006.0,454.4,1,0.0,0.0,1.0
2006.0,455.0,9,0.0,1.0,8.0
2006.0,457.1,3,0.0,0.0,3.0
2006.0,457.6,17,0.0,0.0,17.0
2006.0,457.8,5,0.0,1.0,4.0
2006.0,458.2,6,0.0,0.0,6.0
2006.0,458.4,17,0.0,2.0,15.0
2006.0,461.0,5,0.0,1.0,4.0
2006.0,461.3,6,0.0,0.0,6.0
2006.0,465.2,6,0.0,0.0,6.0
2006.0,466.1,1,0.0,0.0,1.0
2006.0,472.1,3,0.0,0.0,3.0
2007.0,28.5,2,0.0,0.0,2.0
2007.0,30.1,7,0.0,0.0,7.0
2007.0,35.2,6,0.0,1.0,5.0
2007.0,51.6,1,0.0,0.0,1.0
2007.0,54.3,5,0.0,0.0,5.0
2007.0,56.8,7,2.0,4.0,1.0
2007.0,58.1,2,0.0,0.0,2.0
2007.0,68.0,7,4.0,2.0,1.0
2007.0,69.8,2,0.0,0.0,2.0
2007.0,72.1,4,0.0,0.0,4.0
2007.0,74.0,3,0.0,0.0,3.0
2007.0,84.4,3,1.0,1.0,1.0
2007.0,84.6,4,0.0,1.0,3.0
2007.0,89.7,4,2.0,1.0,1.0
2007.0,95.7,4,0.0,1.0,3.0
2007.0,123.6,1,0.0,1.0,0.0
2007.0,152.3,1,0.0,0.0,1.0
2007.0,158.2,3,0.0,0.0,3.0
2007.0,164.2,89,0.0,0.0,89.0
2007.0,170.1,3,1.0,0.0,2.0
2007.0,180.5,2,0.0,0.0,2.0
2007.0,195.0,2,2.0,0.0,0.0
2007.0,220.1,1,0.0,1.0,0.0
2007.0,243.8,7,0.0,0.0,7.0
2007.0,370.3,2,0.0,0.0,2.0
2007.0,375.3,3,0.0,0.0,3.0
2007.0,379.6,3,0.0,0.0,3.0
2007.0,381.9,1,0.0,0.0,1.0
2007.0,382.0,8,0.0,0.0,8.0
2007.0,382.5,1,0.0,0.0,1.0
2007.0,384.8,3,0.0,1.0,2.0
2007.0,386.9,2,0.0,0.0,2.0
2007.0,387.2,4,0.0,0.0,4.0
2007.0,388.5,1,0.0,1.0,0.0
2007.0,393.2,1,0.0,1.0,0.0
2007.0,394.1,2,0.0,2.0,0.0
2007.0,397.7,11,0.0,0.0,11.0
2007.0,400.0,2,0.0,1.0,1.0
2007.0,400.9,2,0.0,0.0,2.0
2007.0,401.4,17,0.0,2.0,15.0
2007.0,401.9,4,0.0,0.0,4.0
2007.0,403.2,1,1.0,0.0,0.0
2007.0,403.8,3,0.0,0.0,3.0
2007.0,406.5,3,0.0,0.0,3.0
2007.0,407.3,1,0.0,1.0,0.0
2007.0,410.0,3,0.0,3.0,0.0
2007.0,411.2,2,0.0,0.0,2.0
2007.0,412.2,5,0.0,0.0,5.0
2007.0,413.0,4,0.0,0.0,4.0
2007.0,414.1,15,0.0,0.0,15.0
2007.0,414.3,2,0.0,0.0,2.0
2007.0,414.4,7,0.0,1.0,6.0
2007.0,415.5,2,0.0,0.0,2.0
2007.0,416.6,19,0.0,0.0,19.0
2007.0,417.1,4,0.0,0.0,4.0
