year,location,total,killed,severe_injury,light_injury
2014.0,375.0,1,0.0,0.0,1.0
2014.0,375.3,8,0.0,0.0,8.0
2014.0,375.5,6,0.0,0.0,6.0
2014.0,378.3,3,0.0,0.0,3.0
2014.0,379.0,5,0.0,0.0,5.0
2014.0,394.1,1,0.0,0.0,1.0
2014.0,398.0,2,0.0,0.0,2.0
2014.0,400.9,3,0.0,0.0,3.0
2014.0,401.0,2,1.0,0.0,1.0
2014.0,402.0,6,0.0,0.0,6.0
2014.0,403.0,1,0.0,0.0,1.0
2014.0,404.7,1,0.0,0.0,1.0
2014.0,406.0,1,0.0,0.0,1.0
2014.0,406.5,6,0.0,0.0,6.0
2014.0,410.5,16,0.0,3.0,13.0
2014.0,414.0,1,0.0,0.0,1.0
2014.0,416.0,1,0.0,0.0,1.0
2014.0,417.0,1,0.0,0.0,1.0
2014.0,420.4,10,0.0,0.0,10.0
2014.0,422.0,4,0.0,0.0,4.0
2014.0,423.0,3,1.0,0.0,2.0
2014.0,423.1,1,0.0,0.0,1.0
2014.0,425.4,1,0.0,0.0,1.0
2014.0,435.9,8,0.0,0.0,8.0
2014.0,436.0,5,0.0,0.0,5.0
2014.0,437.0,3,0.0,0.0,3.0
2014.0,437.5,2,0.0,0.0,2.0
2014.0,440.0,6,0.0,0.0,6.0
2014.0,441.7,1,0.0,0.0,1.0
2014.0,443.6,2,0.0,0.0,2.0
2014.0,445.0,3,0.0,0.0,3.0
2014.0,450.5,4,0.0,0.0,4.0
2014.0,451.0,2,0.0,0.0,2.0
2014.0,458.4,3,0.0,0.0,3.0
2014.0,458.9,5,0.0,0.0,5.0
2014.0,459.0,1,0.0,0.0,1.0
2014.0,464.5,1,0.0,0.0,1.0
2014.0,467.5,1,0.0,0.0,1.0
2014.0,470.6,2,0.0,0.0,2.0
2014.0,471.4,1,1.0,0.0,0.0
2014.0,472.0,4,0.0,0.0,4.0
2015.0,16.5,7,0.0,0.0,7.0
2015.0,29.2,2,0.0,0.0,2.0
2015.0,29.3,1,0.0,1.0,0.0
2015.0,32.8,1,0.0,0.0,1.0
2015.0,38.9,4,0.0,1.0,3.0
2015.0,39.2,1,0.0,0.0,1.0
2015.0,45.0,1,0.0,1.0,0.0
2015.0,60.0,1,0.0,0.0,1.0
2015.0,78.0,2,0.0,0.0,2.0
2015.0,87.5,2,0.0,0.0,2.0
2015.0,88.0,1,0.0,0.0,1.0
2015.0,89.1,5,0.0,4.0,1.0
2015.0,97.7,2,0.0,0.0,2.0
2015.0,110.5,4,1.0,3.0,0.0
2015.0,126.0,2,0.0,1.0,1.0
2015.0,147.0,3,0.0,2.0,1.0
2015.0,187.0,1,0.0,1.0,0.0
2015.0,200.0,1,0.0,1.0,0.0
2015.0,208.3,9,0.0,3.0,6.0
2015.0,254.5,5,0.0,0.0,5.0
2015.0,372.4,3,0.0,0.0,3.0
2015.0,373.5,4,1.0,1.0,2.0
2015.0,375.2,5,0.0,0.0,5.0
2015.0,375.3,5,0.0,0.0,5.0
2015.0,375.5,8,0.0,0.0,8.0
2015.0,384.6,2,0.0,0.0,2.0
2015.0,389.3,4,1.0,1.0,2.0
2015.0,390.0,2,0.0,0.0,2.0
2015.0,390.7,4,0.0,2.0,2.0
2015.0,393.1,13,0.0,0.0,13.0
2015.0,400.8,5,0.0,0.0,5.0
2015.0,401.0,2,1.0,0.0,1.0
2015.0,401.4,2,0.0,0.0,2.0
2015.0,406.5,5,0.0,0.0,5.0
2015.0,410.0,2,0.0,0.0,2.0
2015.0,419.0,2,0.0,0.0,2.0
2015.0,420.4,6,0.0,0.0,6.0
2015.0,422.3,10,0.0,0.0,10.0
2015.0,422.6,5,0.0,0.0,5.0
2015.0,426.5,1,1.0,0.0,0.0
2015.0,434.0,4,0.0,0.0,4.0
2015.0,435.0,4,0.0,0.0,4.0
2015.0,435.6,10,0.0,1.0,9.0
2015.0,435.7,2,1.0,0.0,1.0
2015.0,436.0,1,0.0,0.0,1.0
2015.0,440.3,5,0.0,0.0,5.0
2015.0,441.2,3,0.0,0.0,3.0
2015.0,442.6,6,0.0,0.0,6.0
2015.0,443.6,10,0.0,1.0,9.0
2015.0,445.0,3,0.0,0.0,3.0
2015.0,447.0,3,0.0,0.0,3.0
2015.0,447.3,2,0.0,1.0,1.0
2015.0,448.9,3,0.0,1.0,2.0
2015.0,450.5,8,0.0,0.0,8.0
2015.0,453.0,1,0.0,1.0,0.0
2015.0,453.5,5,0.0,0.0,5.0
2015.0,454.1,1,0.0,1.0,0.0
2015.0,455.0,1,0.0,0.0,1.0
2015.0,457.8,6,0.0,0.0,6.0
2015.0,458.0,3,0.0,0.0,3.0
2015.0,464.5,2,0.0,0.0,2.0
2015.0,467.2,4,0.0,0.0,4.0
2015.0,467.3,5,0.0,0.0,5.0
2015.0,471.1,3,0.0,0.0,3.0
2015.0,471.9,1,0.0,0.0,1.0
2015.0,472.1,2,0.0,0.0,2.0
2015.0,476.6,9,0.0,0.0,9.0
2016.0,16.0,2,0.0,2.0,0.0
2016.0,18.1,1,0.0,0.0,1.0
2016.0,30.0,1,0.0,0.0,1.0
2016.0,68.0,6,1.0,5.0,0.0
2016.0,70.0,2,0.0,0.0,2.0
2016.0,74.0,10,1.0,0.0,9.0
2016.0,84.0,1,0.0,1.0,0.0
2016.0,135.0,3,3.0,0.0,0.0
2016.0,160.0,3,0.0,1.0,2.0
2016.0,176.0,9,1.0,5.0,3.0
2016.0,214.0,1,0.0,1.0,0.0
2016.0,215.0,6,0.0,0.0,6.0
2016.0,227.0,1,0.0,1.0,0.0
2016.0,253.5,7,0.0,1.0,6.0
2016.0,375.0,5,0.0,1.0,4.0
2016.0,375.3,5,0.0,0.0,5.0
2016.0,381.1,3,0.0,0.0,3.0
2016.0,381.8,8,0.0,0.0,8.0
2016.0,386.1,1,0.0,0.0,1.0
2016.0,390.2,2,0.0,1.0,1.0
2016.0,393.1,3,0.0,0.0,3.0
2016.0,396.5,7,0.0,0.0,7.0
2016.0,397.2,1,0.0,0.0,1.0
2016.0,398.3,2,0.0,1.0,1.0
2016.0,400.5,3,0.0,0.0,3.0
2016.0,400.9,6,0.0,0.0,6.0
2016.0,401.0,3,0.0,1.0,2.0
2016.0,401.4,3,0.0,0.0,3.0
2016.0,401.8,1,0.0,0.0,1.0
2016.0,402.1,4,0.0,0.0,4.0
2016.0,404.2,2,0.0,0.0,2.0
2016.0,406.5,5,0.0,0.0,5.0
2016.0,410.9,6,0.0,0.0,6.0
2016.0,411.2,1,0.0,0.0,1.0
2016.0,414.0,1,0.0,0.0,1.0
2016.0,420.4,1,0.0,0.0,1.0
2016.0,421.1,4,0.0,0.0,4.0
2016.0,422.0,3,0.0,1.0,2.0
2016.0,423.1,1,0.0,0.0,1.0
2016.0,427.3,6,0.0,0.0,6.0
2016.0,434.5,5,0.0,0.0,5.0
2016.0,435.6,7,0.0,0.0,7.0
2016.0,435.7,6,0.0,1.0,5.0
2016.0,435.9,1,0.0,0.0,1.0
2016.0,437.0,1,0.0,0.0,1.0
2016.0,437.5,3,0.0,0.0,3.0
2016.0,438.0,1,0.0,0.0,1.0
2016.0,440.0,6,0.0,0.0,6.0
2016.0,440.8,11,0.0,0.0,11.0
2016.0,441.0,3,0.0,0.0,3.0
2016.0,441.2,5,0.0,0.0,5.0
2016.0,442.0,2,0.0,0.0,2.0
2016.0,443.6,8,0.0,0.0,8.0
2016.0,445.0,1,0.0,0.0,1.0
2016.0,447.0,2,0.0,0.0,2.0
2016.0,448.0,5,0.0,0.0,5.0
2016.0,448.9,1,0.0,0.0,1.0
2016.0,450.0,2,0.0,0.0,2.0
2016.0,450.5,11,0.0,0.0,11.0
2016.0,457.4,3,0.0,0.0,3.0
2016.0,458.0,5,0.0,0.0,5.0
2016.0,458.4,1,0.0,0.0,1.0
2016.0,459.2,2,0.0,0.0,2.0
2016.0,460.0,4,0.0,0.0,4.0
2016.0,462.8,4,0.0,0.0,4.0
2016.0,464.5,5,0.0,0.0,5.0
2016.0,467.4,3,0.0,0.0,3.0
2016.0,475.0,1,0.0,1.0,0.0
2017.0,10.0,5,0.0,2.0,3.0
2017.0,27.0,1,0.0,0.0,1.0
2017.0,45.0,10,1.0,3.0,6.0
2017.0,68.0,3,0.0,2.0,1.0
2017.0,78.0,3,0.0,0.0,3.0
2017.0,83.0,3,1.0,1.0,1.0
2017.0,105.0,4,0.0,1.0,3.0
2017.0,176.0,1,0.0,0.0,1.0
2017.0,180.0,2,0.0,2.0,0.0
2017.0,228.0,2,0.0,1.0,1.0
2017.0,373.0,6,0.0,0.0,6.0
2017.0,375.5,5,0.0,0.0,5.0
2017.0,379.6,3,0.0,0.0,3.0
2017.0,384.0,4,0.0,1.0,3.0
2017.0,385.0,1,0.0,0.0,1.0
2017.0,388.0,2,0.0,0.0,2.0
2017.0,389.0,6,1.0,1.0,4.0
2017.0,391.0,5,0.0,1.0,4.0
2017.0,394.0,1,0.0,0.0,1.0
2017.0,398.0,5,0.0,0.0,5.0
2017.0,401.0,3,0.0,0.0,3.0
2017.0,404.0,3,0.0,0.0,3.0
2017.0,405.0,1,0.0,0.0,1.0
2017.0,406.0,4,0.0,0.0,4.0
2017.0,407.0,4,0.0,0.0,4.0
2017.0,408.0,7,0.0,0.0,7.0
2017.0,409.0,1,0.0,0.0,1.0
2017.0,409.8,2,0.0,0.0,2.0
2017.0,412.0,7,0.0,0.0,7.0
2017.0,413.0,6,0.0,0.0,6.0
2017.0,418.0,3,0.0,0.0,3.0
2017.0,420.0,12,0.0,0.0,12.0
2017.0,420.4,3,0.0,0.0,3.0
2017.0,422.0,5,0.0,2.0,3.0
2017.0,423.0,1,0.0,0.0,1.0
2017.0,426.0,2,0.0,0.0,2.0
2017.0,427.3,7,0.0,0.0,7.0
2017.0,434.0,8,0.0,0.0,8.0
2017.0,435.0,4,0.0,0.0,4.0
2017.0,436.0,5,0.0,2.0,3.0
2017.0,438.0,3,0.0,0.0,3.0
2017.0,440.0,3,0.0,2.0,1.0
2017.0,441.2,9,0.0,2.0,7.0
2017.0,442.0,1,0.0,0.0,1.0
2017.0,442.6,1,0.0,0.0,1.0
2017.0,443.0,1,0.0,1.0,0.0
2017.0,443.6,7,0.0,0.0,7.0
2017.0,444.0,1,0.0,0.0,1.0
2017.0,446.0,1,0.0,1.0,0.0
2017.0,450.5,2,0.0,0.0,2.0
2017.0,454.0,2,0.0,1.0,1.0
2017.0,458.0,1,0.0,0.0,1.0
2017.0,458.4,2,0.0,0.0,2.0
2017.0,461.0,1,0.0,0.0,1.0
2017.0,464.5,9,0.0,0.0,9.0
2017.0,467.0,2,0.0,0.0,2.0
2017.0,467.4,1,0.0,0.0,1.0
2017.0,471.0,2,0.0,0.0,2.0
2017.0,472.0,2,0.0,0.0,2.0
2017.0,472.1,3,0.0,0.0,3.0
2017.0,473.0,2,0.0,1.0,1.0
2018.0,16.5,3,0.0,0.0,3.0
2018.0,53.8,12,0.0,0.0,12.0
2018.0,64.0,5,0.0,1.0,4.0
2018.0,112.0,5,0.0,2.0,3.0
2018.0,123.0,14,0.0,2.0,12.0
2018.0,138.0,2,1.0,0.0,1.0
2018.0,186.0,10,3.0,0.0,7.0
2018.0,200.0,11,8.0,1.0,2.0
2018.0,211.0,4,0.0,4.0,0.0
2018.0,218.0,1,0.0,1.0,0.0
2018.0,232.0,1,0.0,0.0,1.0
2018.0,371.1,2,0.0,0.0,2.0
2018.0,375.3,5,0.0,0.0,5.0
2018.0,375.5,11,0.0,1.0,10.0
2018.0,378.4,1,0.0,1.0,0.0
2018.0,379.9,1,0.0,0.0,1.0
2018.0,397.7,2,0.0,0.0,2.0
2018.0,401.0,5,0.0,0.0,5.0
2018.0,402.6,7,0.0,0.0,7.0
2018.0,404.6,2,0.0,0.0,2.0
2018.0,405.3,1,0.0,0.0,1.0
2018.0,406.5,6,0.0,0.0,6.0
2018.0,406.6,8,0.0,0.0,8.0
2018.0,414.5,3,0.0,0.0,3.0
2018.0,416.0,1,0.0,0.0,1.0
2018.0,418.2,2,0.0,0.0,2.0
2018.0,420.4,8,0.0,0.0,8.0
2018.0,421.5,2,0.0,0.0,2.0
2018.0,422.3,5,0.0,0.0,5.0
2018.0,422.6,2,0.0,0.0,2.0
2018.0,423.2,3,0.0,0.0,3.0
2018.0,424.6,8,0.0,0.0,8.0
2018.0,426.5,3,0.0,0.0,3.0
2018.0,431.9,5,0.0,0.0,5.0
2018.0,432.4,7,0.0,0.0,7.0
2018.0,432.5,1,0.0,1.0,0.0
2018.0,432.6,5,0.0,0.0,5.0
2018.0,434.0,5,0.0,0.0,5.0
2018.0,434.5,7,0.0,0.0,7.0
2018.0,436.0,2,0.0,0.0,2.0
2018.0,437.4,1,0.0,0.0,1.0
2018.0,437.6,1,0.0,0.0,1.0
2018.0,439.0,2,0.0,0.0,2.0
2018.0,439.6,4,0.0,1.0,3.0
2018.0,440.0,1,0.0,0.0,1.0
2018.0,441.2,1,0.0,0.0,1.0
2018.0,442.6,4,0.0,0.0,4.0
2018.0,443.6,4,0.0,0.0,4.0
2018.0,449.0,2,0.0,0.0,2.0
2018.0,450.0,3,0.0,0.0,3.0
2018.0,450.5,1,0.0,0.0,1.0
2018.0,453.4,2,0.0,0.0,2.0
2018.0,455.1,5,0.0,0.0,5.0
2018.0,458.4,16,0.0,3.0,13.0
2018.0,458.7,2,0.0,0.0,2.0
2018.0,459.0,4,0.0,1.0,3.0
2018.0,464.5,7,0.0,0.0,7.0
2018.0,467.3,2,0.0,1.0,1.0
2018.0,471.9,1,0.0,0.0,1.0
2018.0,472.1,3,0.0,0.0,3.0
2018.0,474.2,2,0.0,0.0,2.0
2019.0,16.5,3,0.0,0.0,3.0
2019.0,29.1,1,0.0,1.0,0.0
2019.0,29.5,3,0.0,0.0,3.0
2019.0,53.6,3,3.0,0.0,0.0
2019.0,60.2,2,2.0,0.0,0.0
2019.0,83.5,1,0.0,0.0,1.0
2019.0,93.2,3,1.0,2.0,0.0
2019.0,97.7,6,0.0,0.0,6.0
2019.0,106.6,2,0.0,1.0,1.0
2019.0,108.2,4,0.0,1.0,3.0
2019.0,109.3,2,0.0,1.0,1.0
2019.0,112.2,7,2.0,4.0,1.0
2019.0,118.0,17,0.0,1.0,16.0
2019.0,138.0,6,0.0,0.0,6.0
2019.0,159.4,5,0.0,1.0,4.0
2019.0,162.8,2,0.0,1.0,1.0
2019.0,163.6,1,0.0,1.0,0.0
2019.0,166.0,1,0.0,1.0,0.0
2019.0,209.1,2,0.0,1.0,1.0
2019.0,211.1,3,0.0,0.0,3.0
2019.0,231.3,2,1.0,0.0,1.0
2019.0,284.8,1,0.0,0.0,1.0
2019.0,367.2,10,0.0,1.0,9.0
2019.0,374.7,1,0.0,0.0,1.0
2019.0,375.3,16,0.0,1.0,15.0
2019.0,375.5,3,0.0,0.0,3.0
2019.0,379.9,2,0.0,0.0,2.0
2019.0,386.4,1,0.0,0.0,1.0
2019.0,386.5,5,0.0,0.0,5.0
2019.0,388.0,1,0.0,0.0,1.0
2019.0,393.6,3,0.0,0.0,3.0
2019.0,397.7,5,0.0,0.0,5.0
2019.0,399.1,6,0.0,0.0,6.0
2019.0,399.6,2,1.0,0.0,1.0
2019.0,404.0,1,0.0,0.0,1.0
2019.0,404.7,2,0.0,0.0,2.0
2019.0,406.0,2,0.0,0.0,2.0
2019.0,412.7,5,0.0,0.0,5.0
2019.0,413.1,1,0.0,1.0,0.0
2019.0,415.8,3,0.0,0.0,3.0
2019.0,416.0,2,0.0,1.0,1.0
2019.0,417.5,5,0.0,0.0,5.0
2019.0,420.4,2,0.0,0.0,2.0
2019.0,427.3,1,0.0,0.0,1.0
2019.0,432.2,1,0.0,0.0,1.0
2019.0,432.6,2,0.0,0.0,2.0
2019.0,433.7,1,0.0,1.0,0.0
2019.0,434.3,18,0.0,0.0,18.0
2019.0,435.0,4,0.0,0.0,4.0
2019.0,436.3,2,0.0,0.0,2.0
2019.0,437.1,6,0.0,0.0,6.0
2019.0,440.9,2,0.0,0.0,2.0
2019.0,441.2,10,1.0,0.0,9.0
2019.0,442.3,7,0.0,0.0,7.0
2019.0,442.6,2,0.0,0.0,2.0
2019.0,443.6,7,0.0,0.0,7.0
2019.0,450.5,3,0.0,0.0,3.0
2019.0,454.5,5,0.0,0.0,5.0
2019.0,458.4,1,0.0,0.0,1.0
2019.0,459.0,11,0.0,0.0,11.0
2019.0,464.5,1,0.0,0.0,1.0
2019.0,468.8,3,0.0,0.0,3.0
2019.0,472.1,5,0.0,1.0,4.0
2019.0,476.2,1,0.0,1.0,0.0
2020.0,14.3,1,0.0,0.0,1.0
2020.0,16.4,4,0.0,0.0,4.0
2020.0,29.1,3,0.0,0.0,3.0
2020.0,43.6,2,0.0,0.0,2.0
2020.0,69.7,3,1.0,1.0,1.0
2020.0,91.0,4,0.0,3.0,1.0
2020.0,96.6,2,0.0,1.0,1.0
2020.0,117.0,1,0.0,0.0,1.0
2020.0,150.0,1,0.0,1.0,0.0
2020.0,181.0,1,0.0,1.0,0.0
2020.0,220.0,1,0.0,1.0,0.0
2020.0,222.0,2,0.0,2.0,0.0
2020.0,252.9,4,0.0,1.0,3.0
2020.0,255.6,1,0.0,1.0,0.0
2020.0,278.0,1,0.0,0.0,1.0
2020.0,375.3,3,0.0,0.0,3.0
2020.0,375.5,2,0.0,0.0,2.0
2020.0,384.5,1,0.0,0.0,1.0
2020.0,384.8,1,0.0,0.0,1.0
2020.0,389.3,5,0.0,0.0,5.0
2020.0,397.7,1,0.0,0.0,1.0
2020.0,400.1,2,0.0,0.0,2.0
2020.0,402.5,9,0.0,1.0,8.0
2020.0,405.0,1,0.0,0.0,1.0
2020.0,406.5,2,0.0,0.0,2.0
2020.0,412.1,1,0.0,1.0,0.0
2020.0,417.5,4,0.0,0.0,4.0
2020.0,420.4,2,0.0,0.0,2.0
2020.0,422.1,5,0.0,0.0,5.0
2020.0,422.3,4,0.0,0.0,4.0
2020.0,424.1,2,0.0,0.0,2.0
2020.0,424.3,5,0.0,0.0,5.0
2020.0,431.0,3,0.0,0.0,3.0
2020.0,434.7,3,0.0,1.0,2.0
2020.0,435.7,6,0.0,0.0,6.0
2020.0,436.3,1,0.0,0.0,1.0
2020.0,437.2,1,0.0,0.0,1.0
2020.0,437.5,3,0.0,1.0,2.0
2020.0,438.3,2,0.0,0.0,2.0
2020.0,440.8,2,0.0,0.0,2.0
2020.0,441.0,1,0.0,0.0,1.0
2020.0,441.2,14,0.0,1.0,13.0
2020.0,442.3,8,0.0,0.0,8.0
2020.0,442.6,7,0.0,0.0,7.0
2020.0,443.6,12,0.0,0.0,12.0
2020.0,448.0,7,0.0,0.0,7.0
2020.0,450.5,1,0.0,0.0,1.0
2020.0,454.6,7,0.0,0.0,7.0
2020.0,458.4,2,0.0,0.0,2.0
2020.0,460.6,1,0.0,1.0,0.0
2020.0,463.0,1,0.0,1.0,0.0
2020.0,464.5,8,0.0,1.0,7.0
2020.0,467.2,5,0.0,0.0,5.0
2020.0,468.0,2,0.0,0.0,2.0
2020.0,470.6,2,0.0,0.0,2.0
2020.0,472.1,1,0.0,0.0,1.0
2020.0,475.0,2,0.0,0.0,2.0
2021.0,9.9,4,0.0,0.0,4.0
2021.0,16.5,6,0.0,1.0,5.0
2021.0,25.4,6,0.0,0.0,6.0
2021.0,31.0,1,1.0,0.0,0.0
2021.0,32.9,3,0.0,1.0,2.0
2021.0,60.1,5,0.0,0.0,5.0
2021.0,85.3,7,0.0,0.0,7.0
2021.0,97.7,5,1.0,0.0,4.0
2021.0,118.5,3,2.0,0.0,1.0
2021.0,119.5,13,1.0,2.0,10.0
2021.0,129.4,4,0.0,1.0,3.0
2021.0,129.8,4,0.0,0.0,4.0
2021.0,131.0,3,0.0,3.0,0.0
2021.0,134.7,3,0.0,0.0,3.0
2021.0,160.5,2,1.0,0.0,1.0
2021.0,185.7,4,0.0,0.0,4.0
2021.0,210.0,1,0.0,0.0,1.0
2021.0,221.8,2,0.0,1.0,1.0
2021.0,371.3,1,0.0,1.0,0.0
2021.0,379.8,5,0.0,0.0,5.0
2021.0,386.4,4,0.0,0.0,4.0
2021.0,394.4,2,1.0,1.0,0.0
2021.0,398.6,5,0.0,0.0,5.0
2021.0,398.8,2,0.0,0.0,2.0
2021.0,400.3,5,0.0,2.0,3.0
2021.0,400.5,1,0.0,1.0,0.0
2021.0,404.4,3,0.0,0.0,3.0
2021.0,413.1,1,0.0,0.0,1.0
2021.0,413.5,1,0.0,0.0,1.0
2021.0,416.0,3,0.0,0.0,3.0
2021.0,418.1,1,0.0,1.0,0.0
2021.0,420.4,6,0.0,0.0,6.0
2021.0,421.1,2,0.0,0.0,2.0
2021.0,424.4,8,0.0,2.0,6.0
2021.0,435.6,2,0.0,0.0,2.0
2021.0,437.0,1,0.0,1.0,0.0
2021.0,437.4,4,0.0,1.0,3.0
2021.0,440.5,6,0.0,0.0,6.0
2021.0,440.9,2,0.0,0.0,2.0
2021.0,441.2,13,0.0,0.0,13.0
2021.0,442.6,4,0.0,1.0,3.0
2021.0,443.6,11,0.0,0.0,11.0
2021.0,446.2,4,0.0,0.0,4.0
2021.0,450.5,3,0.0,0.0,3.0
2021.0,458.4,5,0.0,1.0,4.0
2021.0,459.0,4,0.0,2.0,2.0
2021.0,462.8,5,0.0,0.0,5.0
2021.0,463.1,2,1.0,0.0,1.0
2021.0,466.0,1,0.0,0.0,1.0
2021.0,467.3,2,0.0,0.0,2.0
2021.0,468.0,2,0.0,0.0,2.0
2021.0,471.9,2,0.0,0.0,2.0
2022.0,374.0,1,0.0,0.0,1.0
2022.0,386.4,1,0.0,0.0,1.0
2022.0,436.3,6,0.0,0.0,6.0
2022.0,441.2,1,0.0,0.0,1.0
2022.0,443.6,6,0.0,0.0,6.0
2022.0,450.5,4,0.0,0.0,4.0
2022.0,459.0,7,0.0,0.0,7.0
